timestamp,heart rate,activity type,time
1719609488,162.0,generic,0
1719609489,161.0,generic,1
1719609490,161.0,generic,2
1719609491,160.0,generic,3
1719609492,160.0,generic,4
1719609493,160.0,generic,5
1719609494,159.0,generic,6
