timestamp,heart rate,distance,activity type,time
1727564898,101.0,0.0,generic,0
1727564899,101.0,0.0,generic,1
1727564900,101.0,0.0,generic,2
1727564901,101.0,0.0,generic,3
1727564902,101.0,0.0,generic,4
1727564903,101.0,0.0,generic,5
1727564904,101.0,0.0,generic,6
1727564905,101.0,0.0,generic,7
1727564906,100.0,0.0,generic,8
1727564907,100.0,0.0,generic,9
1727564908,99.0,0.0,generic,10
1727564909,98.0,0.0,generic,11
1727564910,97.0,0.0,generic,12
1727564911,95.0,0.0,generic,13
1727564912,94.0,0.0,generic,14
1727564913,92.0,0.0,generic,15
1727564914,90.0,0.0,generic,16
1727564915,89.0,0.0,generic,17
1727564916,88.0,0.0,generic,18
1727564917,88.0,0.0,generic,19
1727564918,89.0,0.0,generic,20
1727564919,89.0,0.0,generic,21
1727564920,89.0,0.0,generic,22
1727564921,89.0,0.0,generic,23
