timestamp,heart rate,distance,activity type,time
1726435915,145.0,0.0,generic,0
1726435916,145.0,0.0,generic,1
1726435917,144.0,0.0,generic,2
1726435918,144.0,0.0,generic,3
1726435919,143.0,0.0,generic,4
1726435920,142.0,0.0,generic,5
1726435921,142.0,0.0,generic,6
1726435922,142.0,0.0,generic,7
1726435923,142.0,0.0,generic,8
1726435924,142.0,0.0,generic,9
1726435925,143.0,0.0,generic,10
1726435926,143.0,0.0,generic,11
1726435927,143.0,0.0,generic,12
1726435928,143.0,0.0,generic,13
1726435929,143.0,0.0,generic,14
1726435930,143.0,0.0,generic,15
1726435931,144.0,0.0,generic,16
1726435932,142.0,0.0,generic,17
1726435933,142.0,0.0,generic,18
1726435934,141.0,0.0,generic,19
1726435935,141.0,0.0,generic,20
