timestamp,heart rate,distance,activity type,time
1727553288,95.0,0.0,generic,0
1727553289,95.0,0.0,generic,1
1727553290,95.0,0.0,generic,2
1727553291,96.0,0.0,generic,3
1727553292,97.0,0.0,generic,4
1727553293,98.0,0.0,generic,5
1727553294,98.0,0.0,generic,6
1727553295,99.0,0.0,generic,7
1727553296,100.0,0.0,generic,8
1727553297,100.0,0.0,generic,9
1727553298,101.0,0.0,generic,10
1727553299,101.0,0.0,generic,11
1727553300,101.0,0.0,generic,12
1727553301,102.0,0.0,generic,13
1727553302,101.0,0.0,generic,14
1727553303,100.0,0.0,generic,15
1727553304,100.0,0.0,generic,16
1727553305,101.0,0.0,generic,17
1727553306,101.0,0.0,generic,18
1727553307,101.0,0.0,generic,19
