timestamp,heart rate,distance,activity type,time
1738431414,119.0,0.0,generic,0
1738431415,119.0,0.0,generic,1
1738431416,119.0,0.0,generic,2
1738431417,119.0,0.0,generic,3
1738431418,118.0,0.0,generic,4
1738431419,118.0,0.0,generic,5
1738431420,117.0,0.0,generic,6
1738431421,117.0,0.0,generic,7
1738431422,116.0,0.0,generic,8
1738431423,116.0,0.0,generic,9
1738431424,116.0,0.0,generic,10
1738431425,115.0,0.0,generic,11
1738431426,115.0,0.0,generic,12
1738431427,114.0,0.0,generic,13
1738431428,114.0,0.0,generic,14
1738431429,114.0,0.0,generic,15
1738431430,115.0,0.0,generic,16
1738431431,115.0,0.0,generic,17
1738431432,115.0,0.0,generic,18
1738431433,116.0,0.0,generic,19
1738431434,116.0,0.0,generic,20
1738431435,116.0,0.0,generic,21
