timestamp,heart rate,activity type,time
1720745046,108.0,generic,0
1720745047,108.0,generic,1
1720745048,108.0,generic,2
1720745049,109.0,generic,3
1720745050,109.0,generic,4
1720745051,111.0,generic,5
1720745052,112.0,generic,6
1720745053,112.0,generic,7
1720745054,112.0,generic,8
1720745055,113.0,generic,9
1720745056,114.0,generic,10
1720745057,114.0,generic,11
1720745058,114.0,generic,12
1720745059,113.0,generic,13
1720745060,113.0,generic,14
1720745061,112.0,generic,15
1720745062,111.0,generic,16
1720745063,110.0,generic,17
1720745064,109.0,generic,18
1720745065,109.0,generic,19
1720745066,109.0,generic,20
1720745067,108.0,generic,21
1720745068,108.0,generic,22
1720745069,108.0,generic,23
1720745070,108.0,generic,24
1720745071,108.0,generic,25
1720745072,108.0,generic,26
1720745073,108.0,generic,27
