timestamp,heart rate,distance,activity type,time
1726370091,117.0,0.0,generic,0
1726370092,117.0,0.0,generic,1
1726370093,117.0,0.0,generic,2
1726370094,117.0,0.0,generic,3
1726370095,117.0,0.0,generic,4
1726370096,117.0,0.0,generic,5
1726370097,117.0,0.0,generic,6
1726370098,117.0,0.0,generic,7
1726370099,117.0,0.0,generic,8
1726370100,118.0,0.0,generic,9
1726370101,118.0,0.0,generic,10
1726370102,119.0,0.0,generic,11
1726370103,120.0,0.0,generic,12
1726370104,120.0,0.0,generic,13
1726370105,120.0,0.0,generic,14
1726370106,120.0,0.0,generic,15
1726370107,120.0,0.0,generic,16
1726370108,120.0,0.0,generic,17
1726370109,120.0,0.0,generic,18
1726370110,120.0,0.0,generic,19
1726370111,120.0,0.0,generic,20
1726370112,120.0,0.0,generic,21
1726370113,119.0,0.0,generic,22
1726370114,120.0,0.0,generic,23
1726370115,120.0,0.0,generic,24
1726370116,120.0,0.0,generic,25
1726370117,119.0,0.0,generic,26
1726370118,119.0,0.0,generic,27
1726370119,119.0,0.0,generic,28
1726370120,120.0,0.0,generic,29
1726370121,120.0,0.0,generic,30
1726370122,120.0,0.0,generic,31
1726370123,120.0,0.0,generic,32
1726370124,120.0,0.0,generic,33
1726370125,121.0,0.0,generic,34
