timestamp,heart rate,distance,activity type,time
1724274778,,0.0,generic,0
1724274779,,0.0,generic,1
1724274780,,0.0,generic,2
1724274781,,0.0,generic,3
1724274782,,0.0,generic,4
1724274783,,0.0,generic,5
1724274784,,0.0,generic,6
1724274785,,0.0,generic,7
1724274786,96.0,0.0,generic,8
1724274787,99.0,0.0,generic,9
1724274788,101.0,0.0,generic,10
1724274789,103.0,0.0,generic,11
1724274790,104.0,0.0,generic,12
1724274791,106.0,0.0,generic,13
1724274792,108.0,0.0,generic,14
1724274793,110.0,0.0,generic,15
1724274794,112.0,0.0,generic,16
1724274795,114.0,0.0,generic,17
1724274796,115.0,0.0,generic,18
1724274797,117.0,0.0,generic,19
1724274798,119.0,0.0,generic,20
1724274799,125.0,0.0,generic,21
1724274800,127.0,0.0,generic,22
1724274801,128.0,0.0,generic,23
1724274802,130.0,0.0,generic,24
1724274803,131.0,0.0,generic,25
