timestamp,heart rate,distance,activity type,time
1738434094,97.0,0.0,generic,0
1738434095,97.0,0.0,generic,1
1738434096,98.0,0.0,generic,2
1738434097,98.0,0.0,generic,3
1738434098,97.0,0.0,generic,4
1738434099,97.0,0.0,generic,5
1738434100,97.0,0.0,generic,6
1738434101,97.0,0.0,generic,7
1738434102,97.0,0.0,generic,8
1738434103,97.0,0.0,generic,9
1738434104,96.0,0.0,generic,10
1738434105,96.0,0.0,generic,11
1738434106,96.0,0.0,generic,12
1738434107,95.0,0.0,generic,13
1738434108,94.0,0.0,generic,14
1738434109,94.0,0.0,generic,15
1738434110,94.0,0.0,generic,16
1738434111,93.0,0.0,generic,17
1738434112,93.0,0.0,generic,18
1738434113,92.0,0.0,generic,19
1738434114,91.0,0.0,generic,20
1738434115,91.0,0.0,generic,21
1738434116,90.0,0.0,generic,22
1738434117,89.0,0.0,generic,23
1738434118,88.0,0.0,generic,24
1738434119,88.0,0.0,generic,25
1738434120,88.0,0.0,generic,26
1738434121,87.0,0.0,generic,27
1738434122,87.0,0.0,generic,28
1738434123,88.0,0.0,generic,29
1738434124,88.0,0.0,generic,30
1738434125,88.0,0.0,generic,31
1738434126,88.0,0.0,generic,32
1738434127,88.0,0.0,generic,33
1738434128,88.0,0.0,generic,34
1738434129,88.0,0.0,generic,35
