timestamp,heart rate,distance,activity type,time
1739134486,60.0,0.0,generic,0
1739134487,60.0,0.0,generic,1
1739134488,60.0,0.0,generic,2
1739134489,61.0,0.0,generic,3
1739134490,61.0,0.0,generic,4
1739134491,62.0,0.0,generic,5
1739134492,62.0,0.0,generic,6
1739134493,62.0,0.0,generic,7
1739134494,62.0,0.0,generic,8
1739134495,63.0,0.0,generic,9
1739134496,63.0,0.0,generic,10
1739134497,63.0,0.0,generic,11
1739134498,63.0,0.0,generic,12
1739134499,64.0,0.0,generic,13
1739134500,64.0,0.0,generic,14
1739134501,64.0,0.0,generic,15
1739134502,64.0,0.0,generic,16
