timestamp,heart rate,distance,activity type,time
1728079970,107.0,0.0,generic,0
1728079971,106.0,0.0,generic,1
1728079972,106.0,0.0,generic,2
1728079973,107.0,0.0,generic,3
1728079974,107.0,0.0,generic,4
1728079975,107.0,0.0,generic,5
1728079976,106.0,0.0,generic,6
1728079977,105.0,0.0,generic,7
1728079978,105.0,0.0,generic,8
1728079979,103.0,0.0,generic,9
1728079980,102.0,0.0,generic,10
1728079981,102.0,0.0,generic,11
1728079982,101.0,0.0,generic,12
1728079983,100.0,0.0,generic,13
1728079984,99.0,0.0,generic,14
1728079985,98.0,0.0,generic,15
1728079986,97.0,0.0,generic,16
1728079987,97.0,0.0,generic,17
1728079988,98.0,0.0,generic,18
1728079989,99.0,0.0,generic,19
1728079990,101.0,0.0,generic,20
