,timestamp,cadence,gct,heart_rate,time
0,1709073434,0,0,0.0,0
1,1709073435,0,0,0.0,1
2,1709073436,0,0,0.0,2
3,1709073437,0,0,0.0,3
4,1709073438,0,0,0.0,4
5,1709073439,0,0,0.0,5
6,1709073440,0,0,0.0,6
7,1709073441,0,0,0.0,7
8,1709073442,0,0,0.0,8
9,1709073443,0,0,0.0,9
10,1709073444,0,0,0.0,10
11,1709073445,0,0,0.0,11
12,1709073446,0,0,0.0,12
13,1709073447,0,0,0.0,13
14,1709073448,0,0,126.0,14
15,1709073449,0,0,126.0,15
16,1709073450,0,0,126.0,16
17,1709073451,0,0,126.0,17
18,1709073452,0,0,125.0,18
19,1709073453,0,0,125.0,19
20,1709073454,0,0,125.0,20
21,1709073455,0,0,124.0,21
22,1709073456,0,0,122.0,22
23,1709073457,0,0,121.0,23
24,1709073458,0,0,119.0,24
25,1709073459,0,0,118.0,25
