timestamp,heart rate,enhanced respiration rate,current stress,wrist heart rate,body battery,time
1736028456,124,11.97,96.0,124,20,0.0
1736028457,125,11.97,96.0,125,20,1.0
1736028458,125,11.97,96.0,125,20,2.0
1736028459,126,11.97,96.0,126,20,3.0
1736028460,126,11.97,96.0,126,20,4.0
1736028461,126,11.97,96.0,126,20,5.0
1736028462,126,11.96,96.0,126,20,6.0
1736028463,126,11.96,96.0,126,20,7.0
1736028464,127,11.96,96.0,127,20,8.0
1736028465,127,11.96,95.0,127,20,9.0
1736028466,127,12.02,95.0,127,20,10.0
1736028467,128,12.02,95.0,128,20,11.0
1736028468,128,12.07,95.0,128,20,12.0
1736028469,128,12.07,95.0,128,20,13.0
1736028470,128,12.07,95.0,128,20,14.0
1736028471,128,12.12,95.0,128,20,15.0
1736028472,127,12.12,95.0,127,20,16.0
1736028473,126,12.12,95.0,126,20,17.0
1736028474,125,12.31,95.0,125,20,18.0
1736028475,125,12.31,96.0,125,20,19.0
1736028476,126,12.31,96.0,126,20,20.0
1736028477,126,12.92,96.0,126,20,21.0
1736028478,126,12.92,96.0,126,20,22.0
1736028479,126,13.54,96.0,126,20,23.0
