,timestamp,cadence,gct,heart_rate,time
1,1707245188,0,0,0.0,1
2,1707245189,0,0,0.0,2
3,1707245190,0,0,0.0,3
4,1707245191,0,0,0.0,4
5,1707245192,0,0,0.0,5
6,1707245193,0,0,0.0,6
7,1707245194,0,0,0.0,7
8,1707245195,0,0,0.0,8
9,1707245196,0,0,0.0,9
10,1707245197,0,0,0.0,10
11,1707245198,0,0,0.0,11
12,1707245199,0,0,0.0,12
13,1707245200,0,0,0.0,13
14,1707245201,0,0,0.0,14
15,1707245202,0,0,0.0,15
16,1707245203,0,0,0.0,16
17,1707245204,0,0,0.0,17
18,1707245205,0,0,0.0,18
19,1707245206,0,0,171.0,19
20,1707245207,0,0,171.0,20
21,1707245208,0,0,170.0,21
22,1707245209,0,0,171.0,22
23,1707245210,0,0,171.0,23
24,1707245211,0,0,171.0,24
25,1707245212,0,0,171.0,25
26,1707245213,0,0,170.0,26
27,1707245214,0,0,169.0,27
28,1707245215,0,0,169.0,28
29,1707245216,0,0,169.0,29
30,1707245217,0,0,169.0,30
31,1707245218,0,0,169.0,31
32,1707245219,0,0,168.0,32
33,1707245220,0,0,168.0,33
34,1707245221,0,0,168.0,34
35,1707245222,0,0,168.0,35
36,1707245223,0,0,168.0,36
37,1707245224,0,0,168.0,37
38,1707245225,0,0,167.0,38
